Provinsi,Kabupaten,Kecamatan,Bulan,Luas_Tanam,Luas_Panen,Bulan_Angka,Fase_Vegetatif_Est,Fase_Generatif_Est,Fase_Siap_Panen_Est
Jawa Tengah,Kota Surakarta,Banjarsari,Juli,7.18,0.89,7,3.69,1.41,1.35
Jawa Tengah,Kota Surakarta,Banjarsari,Agustus,6.47,0.89,8,7.18,3.69,1.41
Jawa Tengah,Kota Surakarta,Banjarsari,September,4.0,1.91,9,6.47,7.18,3.69
Jawa Tengah,Kota Surakarta,Banjarsari,Oktober,1.41,4.81,10,4.0,6.47,7.18
Jawa Tengah,Kota Surakarta,Banjarsari,November,2.01,6.66,11,1.41,4.0,6.47
Jawa Tengah,Kota Surakarta,Banjarsari,Desember,3.89,5.98,12,2.01,1.41,4.0
Jawa Tengah,Kota Surakarta,Jebres,April,0.33,0.07,4,0.74,0.5,0.52
Jawa Tengah,Kota Surakarta,Jebres,Mei,0.0,0.62,5,0.33,0.74,0.5
Jawa Tengah,Kota Surakarta,Jebres,Juni,0.01,0.85,6,0.0,0.33,0.74
Jawa Tengah,Kota Surakarta,Jebres,Juli,1.03,0.49,7,0.01,0.0,0.33
Jawa Tengah,Kota Surakarta,Jebres,Agustus,0.26,0.0,8,1.03,0.01,0.0
Jawa Tengah,Kota Surakarta,Jebres,September,1.3,0.0,9,0.26,1.03,0.01
Jawa Tengah,Kota Surakarta,Jebres,Oktober,0.26,0.04,10,1.3,0.26,1.03
Jawa Tengah,Kota Surakarta,Jebres,November,0.0,1.02,11,0.26,1.3,0.26
Jawa Tengah,Kota Surakarta,Jebres,Desember,0.0,0.63,12,0.0,0.26,1.3
Jawa Tengah,Kota Surakarta,Laweyan,April,0.68,0.51,4,4.22,1.73,1.32
Jawa Tengah,Kota Surakarta,Laweyan,Mei,0.0,1.33,5,0.68,4.22,1.73
Jawa Tengah,Kota Surakarta,Laweyan,Juni,0.97,5.67,6,0.0,0.68,4.22
Jawa Tengah,Kota Surakarta,Laweyan,Juli,3.39,0.73,7,0.97,0.0,0.68
Jawa Tengah,Kota Surakarta,Laweyan,Agustus,2.18,0.02,8,3.39,0.97,0.0
Jawa Tengah,Kota Surakarta,Laweyan,September,0.33,0.31,9,2.18,3.39,0.97
Jawa Tengah,Kota Surakarta,Laweyan,Oktober,1.9,2.17,10,0.33,2.18,3.39
Jawa Tengah,Kota Surakarta,Laweyan,November,0.98,2.64,11,1.9,0.33,2.18
Jawa Tengah,Kota Surakarta,Laweyan,Desember,0.87,1.55,12,0.98,1.9,0.33
Jawa Tengah,Kota Surakarta,Pasar Kliwon,April,0.0,0.0,4,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Pasar Kliwon,Mei,0.0,0.0,5,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Pasar Kliwon,Juni,0.0,0.0,6,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Pasar Kliwon,Juli,0.0,0.0,7,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Pasar Kliwon,Agustus,0.0,0.0,8,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Pasar Kliwon,September,0.0,0.0,9,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Pasar Kliwon,Oktober,0.0,0.0,10,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Pasar Kliwon,November,0.0,0.0,11,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Pasar Kliwon,Desember,0.0,0.0,12,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Serengan,April,0.0,0.0,4,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Serengan,Mei,0.0,0.0,5,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Serengan,Juni,0.0,0.0,6,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Serengan,Juli,0.0,0.0,7,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Serengan,Agustus,0.0,0.0,8,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Serengan,September,0.0,0.0,9,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Serengan,Oktober,0.0,0.0,10,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Serengan,November,0.0,0.0,11,0.0,0.0,0.0
Jawa Tengah,Kota Surakarta,Serengan,Desember,0.0,0.0,12,0.0,0.0,0.0
Jawa Tengah,Kota Tegal,Margadana,April,5.61,52.64,4,16.6,11.85,64.56
Jawa Tengah,Kota Tegal,Margadana,Mei,34.16,49.27,5,5.61,16.6,11.85
Jawa Tengah,Kota Tegal,Margadana,Juni,40.84,11.91,6,34.16,5.61,16.6
Jawa Tengah,Kota Tegal,Margadana,Juli,19.77,16.46,7,40.84,34.16,5.61
Jawa Tengah,Kota Tegal,Margadana,Agustus,23.99,8.97,8,19.77,40.84,34.16
Jawa Tengah,Kota Tegal,Margadana,September,7.75,37.01,9,23.99,19.77,40.84
Jawa Tengah,Kota Tegal,Margadana,Oktober,8.43,38.31,10,7.75,23.99,19.77
Jawa Tengah,Kota Tegal,Margadana,November,13.68,21.79,11,8.43,7.75,23.99
Jawa Tengah,Kota Tegal,Margadana,Desember,56.03,17.49,12,13.68,8.43,7.75
Jawa Tengah,Kota Tegal,Tegal Barat,April,0.27,1.23,4,0.72,1.48,5.16
Jawa Tengah,Kota Tegal,Tegal Barat,Mei,0.13,4.94,5,0.27,0.72,1.48
Jawa Tengah,Kota Tegal,Tegal Barat,Juni,0.26,1.73,6,0.13,0.27,0.72
Jawa Tengah,Kota Tegal,Tegal Barat,Juli,1.41,0.36,7,0.26,0.13,0.27
Jawa Tengah,Kota Tegal,Tegal Barat,Agustus,1.23,0.3,8,1.41,0.26,0.13
Jawa Tengah,Kota Tegal,Tegal Barat,September,0.27,0.21,9,1.23,1.41,0.26
Jawa Tengah,Kota Tegal,Tegal Barat,Oktober,0.84,0.71,10,0.27,1.23,1.41
Jawa Tengah,Kota Tegal,Tegal Barat,November,1.28,1.63,11,0.84,0.27,1.23
Jawa Tengah,Kota Tegal,Tegal Barat,Desember,1.06,1.23,12,1.28,0.84,0.27
Jawa Tengah,Kota Tegal,Tegal Selatan,April,2.81,20.83,4,5.6,18.84,20.3
Jawa Tengah,Kota Tegal,Tegal Selatan,Mei,14.66,23.04,5,2.81,5.6,18.84
Jawa Tengah,Kota Tegal,Tegal Selatan,Juni,26.96,13.94,6,14.66,2.81,5.6
Jawa Tengah,Kota Tegal,Tegal Selatan,Juli,12.61,5.32,7,26.96,14.66,2.81
Jawa Tengah,Kota Tegal,Tegal Selatan,Agustus,9.8,2.51,8,12.61,26.96,14.66
Jawa Tengah,Kota Tegal,Tegal Selatan,September,4.68,14.93,9,9.8,12.61,26.96
Jawa Tengah,Kota Tegal,Tegal Selatan,Oktober,9.0,26.76,10,4.68,9.8,12.61
Jawa Tengah,Kota Tegal,Tegal Selatan,November,12.88,11.18,11,9.0,4.68,9.8
Jawa Tengah,Kota Tegal,Tegal Selatan,Desember,16.97,11.2,12,12.88,9.0,4.68
Jawa Tengah,Kota Tegal,Tegal Timur,April,7.12,1.83,4,0.19,0.19,0.02
Jawa Tengah,Kota Tegal,Tegal Timur,Mei,0.04,0.02,5,7.12,0.19,0.19
Jawa Tengah,Kota Tegal,Tegal Timur,Juni,0.0,0.42,6,0.04,7.12,0.19
Jawa Tengah,Kota Tegal,Tegal Timur,Juli,0.14,5.71,7,0.0,0.04,7.12
Jawa Tengah,Kota Tegal,Tegal Timur,Agustus,4.69,1.37,8,0.14,0.0,0.04
Jawa Tengah,Kota Tegal,Tegal Timur,September,3.01,0.03,9,4.69,0.14,0.0
Jawa Tengah,Kota Tegal,Tegal Timur,Oktober,0.08,0.03,10,3.01,4.69,0.14
Jawa Tengah,Kota Tegal,Tegal Timur,November,0.0,0.47,11,0.08,3.01,4.69
Jawa Tengah,Kota Tegal,Tegal Timur,Desember,0.08,6.27,12,0.0,0.08,3.01
Jawa Tengah,Kudus,Bae,April,129.31,102.15,4,212.31,77.68,118.42
Jawa Tengah,Kudus,Bae,Mei,28.71,98.54,5,129.31,212.31,77.68
Jawa Tengah,Kudus,Bae,Juni,20.59,206.96,6,28.71,129.31,212.31
Jawa Tengah,Kudus,Bae,Juli,151.6,141.27,7,20.59,28.71,129.31
Jawa Tengah,Kudus,Bae,Agustus,144.58,69.76,8,151.6,20.59,28.71
Jawa Tengah,Kudus,Bae,September,178.84,24.56,9,144.58,151.6,20.59
Jawa Tengah,Kudus,Bae,Oktober,107.52,46.52,10,178.84,144.58,151.6
Jawa Tengah,Kudus,Bae,November,146.08,180.18,11,107.52,178.84,144.58
Jawa Tengah,Kudus,Bae,Desember,115.4,131.73,12,146.08,107.52,178.84
Jawa Tengah,Kudus,Dawe,April,97.89,18.73,4,166.8,59.74,32.76
Jawa Tengah,Kudus,Dawe,Mei,18.59,38.99,5,97.89,166.8,59.74
Jawa Tengah,Kudus,Dawe,Juni,15.89,170.74,6,18.59,97.89,166.8
Jawa Tengah,Kudus,Dawe,Juli,94.29,95.9,7,15.89,18.59,97.89
Jawa Tengah,Kudus,Dawe,Agustus,96.56,48.65,8,94.29,15.89,18.59
Jawa Tengah,Kudus,Dawe,September,192.67,17.51,9,96.56,94.29,15.89
Jawa Tengah,Kudus,Dawe,Oktober,89.55,31.91,10,192.67,96.56,94.29
Jawa Tengah,Kudus,Dawe,November,66.84,103.61,11,89.55,192.67,96.56
Jawa Tengah,Kudus,Dawe,Desember,37.36,88.07,12,66.84,89.55,192.67
Jawa Tengah,Kudus,Gebog,April,183.23,92.75,4,256.68,58.65,130.72
Jawa Tengah,Kudus,Gebog,Mei,26.45,112.95,5,183.23,256.68,58.65
Jawa Tengah,Kudus,Gebog,Juni,24.67,213.43,6,26.45,183.23,256.68
Jawa Tengah,Kudus,Gebog,Juli,236.94,201.62,7,24.67,26.45,183.23
Jawa Tengah,Kudus,Gebog,Agustus,161.68,83.73,8,236.94,24.67,26.45
Jawa Tengah,Kudus,Gebog,September,170.0,37.21,9,161.68,236.94,24.67
Jawa Tengah,Kudus,Gebog,Oktober,107.82,70.12,10,170.0,161.68,236.94
Jawa Tengah,Kudus,Gebog,November,155.98,250.04,11,107.82,170.0,161.68
Jawa Tengah,Kudus,Gebog,Desember,166.74,131.18,12,155.98,107.82,170.0
Jawa Tengah,Kudus,Jati,April,108.4,305.82,4,233.81,132.26,340.35
Jawa Tengah,Kudus,Jati,Mei,192.64,237.87,5,108.4,233.81,132.26
Jawa Tengah,Kudus,Jati,Juni,72.93,167.85,6,192.64,108.4,233.81
Jawa Tengah,Kudus,Jati,Juli,124.34,216.01,7,72.93,192.64,108.4
Jawa Tengah,Kudus,Jati,Agustus,95.05,118.99,8,124.34,72.93,192.64
Jawa Tengah,Kudus,Jati,September,114.08,174.34,9,95.05,124.34,72.93
Jawa Tengah,Kudus,Jati,Oktober,109.12,103.79,10,114.08,95.05,124.34
Jawa Tengah,Kudus,Jati,November,109.89,118.71,11,109.12,114.08,95.05
Jawa Tengah,Kudus,Jati,Desember,98.07,111.68,12,109.89,109.12,114.08
Jawa Tengah,Kudus,Jekulo,April,785.14,351.74,4,902.87,538.37,391.88
Jawa Tengah,Kudus,Jekulo,Mei,348.76,317.31,5,785.14,902.87,538.37
Jawa Tengah,Kudus,Jekulo,Juni,74.26,649.15,6,348.76,785.14,902.87
Jawa Tengah,Kudus,Jekulo,Juli,258.87,952.05,7,74.26,348.76,785.14
Jawa Tengah,Kudus,Jekulo,Agustus,321.96,685.23,8,258.87,74.26,348.76
Jawa Tengah,Kudus,Jekulo,September,636.05,234.04,9,321.96,258.87,74.26
Jawa Tengah,Kudus,Jekulo,Oktober,326.12,134.75,10,636.05,321.96,258.87
Jawa Tengah,Kudus,Jekulo,November,232.67,323.23,11,326.12,636.05,321.96
Jawa Tengah,Kudus,Jekulo,Desember,303.53,343.33,12,232.67,326.12,636.05
Jawa Tengah,Kudus,Kaliwungu,April,342.4,264.72,4,587.52,125.16,207.13
Jawa Tengah,Kudus,Kaliwungu,Mei,119.4,147.64,5,342.4,587.52,125.16
Jawa Tengah,Kudus,Kaliwungu,Juni,31.05,402.08,6,119.4,342.4,587.52
Jawa Tengah,Kudus,Kaliwungu,Juli,478.93,444.52,7,31.05,119.4,342.4
Jawa Tengah,Kudus,Kaliwungu,Agustus,207.26,231.67,8,478.93,31.05,119.4
Jawa Tengah,Kudus,Kaliwungu,September,131.31,123.64,9,207.26,478.93,31.05
Jawa Tengah,Kudus,Kaliwungu,Oktober,89.91,146.34,10,131.31,207.26,478.93
Jawa Tengah,Kudus,Kaliwungu,November,339.38,466.41,11,89.91,131.31,207.26
Jawa Tengah,Kudus,Kaliwungu,Desember,448.96,126.72,12,339.38,89.91,131.31
Jawa Tengah,Kudus,Kota Kudus,April,3.79,44.41,4,9.83,8.97,51.13
Jawa Tengah,Kudus,Kota Kudus,Mei,43.61,15.34,5,3.79,9.83,8.97
Jawa Tengah,Kudus,Kota Kudus,Juni,2.78,13.86,6,43.61,3.79,9.83
Jawa Tengah,Kudus,Kota Kudus,Juli,10.14,6.71,7,2.78,43.61,3.79
Jawa Tengah,Kudus,Kota Kudus,Agustus,11.58,22.51,8,10.14,2.78,43.61
Jawa Tengah,Kudus,Kota Kudus,September,24.52,25.7,9,11.58,10.14,2.78
Jawa Tengah,Kudus,Kota Kudus,Oktober,5.57,4.03,10,24.52,11.58,10.14
Jawa Tengah,Kudus,Kota Kudus,November,7.38,11.71,11,5.57,24.52,11.58
Jawa Tengah,Kudus,Kota Kudus,Desember,4.5,13.48,12,7.38,5.57,24.52
Jawa Tengah,Kudus,Mejobo,April,232.98,668.63,4,337.44,281.51,507.34
Jawa Tengah,Kudus,Mejobo,Mei,494.25,402.2,5,232.98,337.44,281.51
Jawa Tengah,Kudus,Mejobo,Juni,168.68,267.54,6,494.25,232.98,337.44
Jawa Tengah,Kudus,Mejobo,Juli,158.52,352.75,7,168.68,494.25,232.98
Jawa Tengah,Kudus,Mejobo,Agustus,111.82,298.18,8,158.52,168.68,494.25
Jawa Tengah,Kudus,Mejobo,September,220.35,443.29,9,111.82,158.52,168.68
Jawa Tengah,Kudus,Mejobo,Oktober,124.96,200.67,10,220.35,111.82,158.52
Jawa Tengah,Kudus,Mejobo,November,126.78,167.45,11,124.96,220.35,111.82
Jawa Tengah,Kudus,Mejobo,Desember,120.27,165.66,12,126.78,124.96,220.35
Jawa Tengah,Kudus,Undaan,April,2937.0,1352.14,4,979.28,54.09,106.51
Jawa Tengah,Kudus,Undaan,Mei,1836.17,94.59,5,2937.0,979.28,54.09
Jawa Tengah,Kudus,Undaan,Juni,99.95,80.45,6,1836.17,2937.0,979.28
Jawa Tengah,Kudus,Undaan,Juli,18.54,1266.03,7,99.95,1836.17,2937.0
Jawa Tengah,Kudus,Undaan,Agustus,9.53,2866.16,8,18.54,99.95,1836.17
Jawa Tengah,Kudus,Undaan,September,467.98,1637.52,9,9.53,18.54,99.95
Jawa Tengah,Kudus,Undaan,Oktober,4686.77,67.37,10,467.98,9.53,18.54
Jawa Tengah,Kudus,Undaan,November,477.7,10.31,11,4686.77,467.98,9.53
Jawa Tengah,Kudus,Undaan,Desember,17.55,30.71,12,477.7,4686.77,467.98
Jawa Tengah,Magelang,Bandongan,April,149.2,241.27,4,533.58,372.96,488.02
Jawa Tengah,Magelang,Bandongan,Mei,90.6,434.05,5,149.2,533.58,372.96
Jawa Tengah,Magelang,Bandongan,Juni,199.09,604.88,6,90.6,149.2,533.58
Jawa Tengah,Magelang,Bandongan,Juli,585.69,345.51,7,199.09,90.6,149.2
Jawa Tengah,Magelang,Bandongan,Agustus,448.69,73.06,8,585.69,199.09,90.6
Jawa Tengah,Magelang,Bandongan,September,280.18,117.25,9,448.69,585.69,199.09
Jawa Tengah,Magelang,Bandongan,Oktober,151.05,292.42,10,280.18,448.69,585.69
Jawa Tengah,Magelang,Bandongan,November,196.24,567.27,11,151.05,280.18,448.69
Jawa Tengah,Magelang,Bandongan,Desember,314.82,333.57,12,196.24,151.05,280.18
Jawa Tengah,Magelang,Borobudur,April,28.6,189.45,4,55.0,69.42,276.0
Jawa Tengah,Magelang,Borobudur,Mei,76.87,221.52,5,28.6,55.0,69.42
Jawa Tengah,Magelang,Borobudur,Juni,81.42,93.21,6,76.87,28.6,55.0
Jawa Tengah,Magelang,Borobudur,Juli,106.13,21.57,7,81.42,76.87,28.6
Jawa Tengah,Magelang,Borobudur,Agustus,77.85,29.65,8,106.13,81.42,76.87
Jawa Tengah,Magelang,Borobudur,September,194.94,72.45,9,77.85,106.13,81.42
Jawa Tengah,Magelang,Borobudur,Oktober,71.76,96.79,10,194.94,77.85,106.13
Jawa Tengah,Magelang,Borobudur,November,17.07,147.42,11,71.76,194.94,77.85
Jawa Tengah,Magelang,Borobudur,Desember,196.99,82.7,12,17.07,71.76,194.94
Jawa Tengah,Magelang,Candimulyo,April,59.16,60.18,4,191.44,178.64,162.32
Jawa Tengah,Magelang,Candimulyo,Mei,11.63,148.69,5,59.16,191.44,178.64
Jawa Tengah,Magelang,Candimulyo,Juni,44.2,311.32,6,11.63,59.16,191.44
Jawa Tengah,Magelang,Candimulyo,Juli,285.16,74.55,7,44.2,11.63,59.16
Jawa Tengah,Magelang,Candimulyo,Agustus,146.08,16.61,8,285.16,44.2,11.63
Jawa Tengah,Magelang,Candimulyo,September,99.01,26.38,9,146.08,285.16,44.2
Jawa Tengah,Magelang,Candimulyo,Oktober,46.62,83.5,10,99.01,146.08,285.16
Jawa Tengah,Magelang,Candimulyo,November,44.34,311.6,11,46.62,99.01,146.08
Jawa Tengah,Magelang,Candimulyo,Desember,91.61,110.69,12,44.34,46.62,99.01
Jawa Tengah,Magelang,Dukun,April,130.05,303.88,4,324.94,370.58,410.37
Jawa Tengah,Magelang,Dukun,Mei,50.36,312.82,5,130.05,324.94,370.58
Jawa Tengah,Magelang,Dukun,Juni,145.73,483.78,6,50.36,130.05,324.94
Jawa Tengah,Magelang,Dukun,Juli,445.11,156.58,7,145.73,50.36,130.05
Jawa Tengah,Magelang,Dukun,Agustus,380.65,72.16,8,445.11,145.73,50.36
Jawa Tengah,Magelang,Dukun,September,206.88,88.04,9,380.65,445.11,145.73
Jawa Tengah,Magelang,Dukun,Oktober,117.3,256.87,10,206.88,380.65,445.11
Jawa Tengah,Magelang,Dukun,November,236.26,422.78,11,117.3,206.88,380.65
Jawa Tengah,Magelang,Dukun,Desember,283.96,226.35,12,236.26,117.3,206.88
Jawa Tengah,Magelang,Grabag,April,129.15,171.87,4,671.17,325.78,347.45
Jawa Tengah,Magelang,Grabag,Mei,38.09,327.26,5,129.15,671.17,325.78
Jawa Tengah,Magelang,Grabag,Juni,121.75,653.01,6,38.09,129.15,671.17
Jawa Tengah,Magelang,Grabag,Juli,356.95,364.36,7,121.75,38.09,129.15
Jawa Tengah,Magelang,Grabag,Agustus,430.86,56.06,8,356.95,121.75,38.09
Jawa Tengah,Magelang,Grabag,September,363.46,53.07,9,430.86,356.95,121.75
Jawa Tengah,Magelang,Grabag,Oktober,201.39,173.5,10,363.46,430.86,356.95
Jawa Tengah,Magelang,Grabag,November,182.41,357.87,11,201.39,363.46,430.86
Jawa Tengah,Magelang,Grabag,Desember,133.92,376.86,12,182.41,201.39,363.46
Jawa Tengah,Magelang,Kajoran,April,152.75,222.46,4,409.05,292.37,433.63
Jawa Tengah,Magelang,Kajoran,Mei,71.12,356.93,5,152.75,409.05,292.37
Jawa Tengah,Magelang,Kajoran,Juni,187.9,525.62,6,71.12,152.75,409.05
Jawa Tengah,Magelang,Kajoran,Juli,464.18,200.16,7,187.9,71.12,152.75
Jawa Tengah,Magelang,Kajoran,Agustus,305.49,70.35,8,464.18,187.9,71.12
Jawa Tengah,Magelang,Kajoran,September,260.24,111.07,9,305.49,464.18,187.9
Jawa Tengah,Magelang,Kajoran,Oktober,111.97,264.17,10,260.24,305.49,464.18
Jawa Tengah,Magelang,Kajoran,November,170.56,452.16,11,111.97,260.24,305.49
Jawa Tengah,Magelang,Kajoran,Desember,234.53,244.06,12,170.56,111.97,260.24
Jawa Tengah,Magelang,Kaliangkrik,April,85.29,153.37,4,259.42,285.72,360.69
Jawa Tengah,Magelang,Kaliangkrik,Mei,34.52,308.11,5,85.29,259.42,285.72
Jawa Tengah,Magelang,Kaliangkrik,Juni,153.76,383.96,6,34.52,85.29,259.42
Jawa Tengah,Magelang,Kaliangkrik,Juli,393.71,126.47,7,153.76,34.52,85.29
Jawa Tengah,Magelang,Kaliangkrik,Agustus,182.51,44.57,8,393.71,153.76,34.52
Jawa Tengah,Magelang,Kaliangkrik,September,126.54,74.16,9,182.51,393.71,153.76
Jawa Tengah,Magelang,Kaliangkrik,Oktober,71.6,240.6,10,126.54,182.51,393.71
Jawa Tengah,Magelang,Kaliangkrik,November,133.19,346.46,11,71.6,126.54,182.51
Jawa Tengah,Magelang,Kaliangkrik,Desember,219.5,136.41,12,133.19,71.6,126.54
Jawa Tengah,Magelang,Mertoyudan,April,94.49,304.51,4,119.45,134.67,308.62
Jawa Tengah,Magelang,Mertoyudan,Mei,169.02,265.92,5,94.49,119.45,134.67
Jawa Tengah,Magelang,Mertoyudan,Juni,261.8,189.0,6,169.02,94.49,119.45
Jawa Tengah,Magelang,Mertoyudan,Juli,273.27,69.54,7,261.8,169.02,94.49
Jawa Tengah,Magelang,Mertoyudan,Agustus,124.89,85.6,8,273.27,261.8,169.02
Jawa Tengah,Magelang,Mertoyudan,September,91.78,196.49,9,124.89,273.27,261.8
Jawa Tengah,Magelang,Mertoyudan,Oktober,107.05,302.87,10,91.78,124.89,273.27
Jawa Tengah,Magelang,Mertoyudan,November,210.81,250.38,11,107.05,91.78,124.89
Jawa Tengah,Magelang,Mertoyudan,Desember,312.74,80.31,12,210.81,107.05,91.78
Jawa Tengah,Magelang,Mungkid,April,206.24,348.69,4,475.72,346.37,414.14
Jawa Tengah,Magelang,Mungkid,Mei,154.85,357.59,5,206.24,475.72,346.37
Jawa Tengah,Magelang,Mungkid,Juni,252.74,590.83,6,154.85,206.24,475.72
Jawa Tengah,Magelang,Mungkid,Juli,581.11,261.95,7,252.74,154.85,206.24
Jawa Tengah,Magelang,Mungkid,Agustus,363.26,137.49,8,581.11,252.74,154.85
Jawa Tengah,Magelang,Mungkid,September,280.72,200.81,9,363.26,581.11,252.74
Jawa Tengah,Magelang,Mungkid,Oktober,244.61,364.61,10,280.72,363.26,581.11
Jawa Tengah,Magelang,Mungkid,November,374.59,551.79,11,244.61,280.72,363.26
Jawa Tengah,Magelang,Mungkid,Desember,373.68,247.08,12,374.59,244.61,280.72
Jawa Tengah,Magelang,Muntilan,April,140.87,283.45,4,289.21,238.27,344.69
Jawa Tengah,Magelang,Muntilan,Mei,87.62,271.0,5,140.87,289.21,238.27
Jawa Tengah,Magelang,Muntilan,Juni,151.09,379.0,6,87.62,140.87,289.21
Jawa Tengah,Magelang,Muntilan,Juli,437.47,140.92,7,151.09,87.62,140.87
Jawa Tengah,Magelang,Muntilan,Agustus,304.97,94.89,8,437.47,151.09,87.62
Jawa Tengah,Magelang,Muntilan,September,161.67,109.85,9,304.97,437.47,151.09
Jawa Tengah,Magelang,Muntilan,Oktober,99.8,269.29,10,161.67,304.97,437.47
Jawa Tengah,Magelang,Muntilan,November,249.09,434.87,11,99.8,161.67,304.97
Jawa Tengah,Magelang,Muntilan,Desember,355.82,168.01,12,249.09,99.8,161.67
Jawa Tengah,Magelang,Ngablak,April,4.55,12.07,4,30.56,17.44,15.85
Jawa Tengah,Magelang,Ngablak,Mei,0.87,16.0,5,4.55,30.56,17.44
Jawa Tengah,Magelang,Ngablak,Juni,3.76,36.76,6,0.87,4.55,30.56
Jawa Tengah,Magelang,Ngablak,Juli,29.25,7.62,7,3.76,0.87,4.55
Jawa Tengah,Magelang,Ngablak,Agustus,28.8,0.94,8,29.25,3.76,0.87
Jawa Tengah,Magelang,Ngablak,September,15.7,1.92,9,28.8,29.25,3.76
Jawa Tengah,Magelang,Ngablak,Oktober,5.79,8.58,10,15.7,28.8,29.25
Jawa Tengah,Magelang,Ngablak,November,4.66,31.03,11,5.79,15.7,28.8
Jawa Tengah,Magelang,Ngablak,Desember,4.87,27.11,12,4.66,5.79,15.7
Jawa Tengah,Magelang,Ngluwar,April,158.13,371.58,4,134.2,154.99,377.85
Jawa Tengah,Magelang,Ngluwar,Mei,165.07,218.46,5,158.13,134.2,154.99
Jawa Tengah,Magelang,Ngluwar,Juni,148.36,186.76,6,165.07,158.13,134.2
Jawa Tengah,Magelang,Ngluwar,Juli,293.98,87.89,7,148.36,165.07,158.13
Jawa Tengah,Magelang,Ngluwar,Agustus,154.49,158.45,8,293.98,148.36,165.07
Jawa Tengah,Magelang,Ngluwar,September,115.82,171.58,9,154.49,293.98,148.36
Jawa Tengah,Magelang,Ngluwar,Oktober,100.05,204.64,10,115.82,154.49,293.98
Jawa Tengah,Magelang,Ngluwar,November,188.76,280.18,11,100.05,115.82,154.49
Jawa Tengah,Magelang,Ngluwar,Desember,324.4,105.65,12,188.76,100.05,115.82
Jawa Tengah,Magelang,Pakis,April,7.97,4.57,4,14.96,7.74,10.59
Jawa Tengah,Magelang,Pakis,Mei,1.24,8.95,5,7.97,14.96,7.74
Jawa Tengah,Magelang,Pakis,Juni,2.35,18.33,6,1.24,7.97,14.96
Jawa Tengah,Magelang,Pakis,Juli,23.58,6.54,7,2.35,1.24,7.97
Jawa Tengah,Magelang,Pakis,Agustus,15.99,2.98,8,23.58,2.35,1.24
Jawa Tengah,Magelang,Pakis,September,10.93,3.43,9,15.99,23.58,2.35
Jawa Tengah,Magelang,Pakis,Oktober,8.7,8.75,10,10.93,15.99,23.58
Jawa Tengah,Magelang,Pakis,November,8.2,20.72,11,8.7,10.93,15.99
Jawa Tengah,Magelang,Pakis,Desember,8.24,10.73,12,8.2,8.7,10.93
Jawa Tengah,Magelang,Salam,April,114.21,331.63,4,171.33,190.68,400.26
Jawa Tengah,Magelang,Salam,Mei,117.46,303.43,5,114.21,171.33,190.68
Jawa Tengah,Magelang,Salam,Juni,225.77,246.63,6,117.46,114.21,171.33
Jawa Tengah,Magelang,Salam,Juli,376.24,83.61,7,225.77,117.46,114.21
Jawa Tengah,Magelang,Salam,Agustus,182.5,98.33,8,376.24,225.77,117.46
Jawa Tengah,Magelang,Salam,September,95.67,150.03,9,182.5,376.24,225.77
Jawa Tengah,Magelang,Salam,Oktober,64.29,292.79,10,95.67,182.5,376.24
Jawa Tengah,Magelang,Salam,November,185.61,359.71,11,64.29,95.67,182.5
Jawa Tengah,Magelang,Salam,Desember,451.84,106.95,12,185.61,64.29,95.67
Jawa Tengah,Magelang,Salaman,April,76.3,264.64,4,237.34,220.04,536.07
Jawa Tengah,Magelang,Salaman,Mei,106.88,471.7,5,76.3,237.34,220.04
Jawa Tengah,Magelang,Salaman,Juni,343.2,336.9,6,106.88,76.3,237.34
Jawa Tengah,Magelang,Salaman,Juli,369.05,118.8,7,343.2,106.88,76.3
Jawa Tengah,Magelang,Salaman,Agustus,231.01,53.18,8,369.05,343.2,106.88
Jawa Tengah,Magelang,Salaman,September,137.61,124.46,9,231.01,369.05,343.2
Jawa Tengah,Magelang,Salaman,Oktober,55.92,388.06,10,137.61,231.01,369.05
Jawa Tengah,Magelang,Salaman,November,132.02,389.4,11,55.92,137.61,231.01
Jawa Tengah,Magelang,Salaman,Desember,367.64,163.97,12,132.02,55.92,137.61
Jawa Tengah,Magelang,Sawangan,April,119.21,203.95,4,262.44,251.09,268.26
Jawa Tengah,Magelang,Sawangan,Mei,62.34,229.83,5,119.21,262.44,251.09
Jawa Tengah,Magelang,Sawangan,Juni,149.3,362.68,6,62.34,119.21,262.44
